ride_id,user_type,start_time,end_time,duration_min,start_station,end_station,vehicle_type,city,day_of_week,hour_of_day
R0214,casual,2025-04-18 18:25,2025-04-18 18:51,26,Zhan11,Zhan24,DianpingcheC,Shanghai,Friday,18
R0215,subscriber,2025-04-17 14:11,2025-04-17 14:48,37,Zhan02,Zhan13,DianpingcheB,Shanghai,Thursday,14
R0216,casual,2025-04-20 19:27,2025-04-20 20:07,40,Zhan15,Zhan12,DianpingcheA,Shanghai,Sunday,19
R0217,subscriber,2025-04-19 05:20,2025-04-19 05:31,11,Zhan25,Zhan10,DianpingcheB,Shanghai,Saturday,5
R0218,casual,2025-04-20 18:52,2025-04-20 19:06,14,Zhan01,Zhan05,DianpingcheB,Shanghai,Sunday,18
R0219,subscriber,2025-04-20 17:18,2025-04-20 17:58,40,Zhan19,Zhan10,DianpingcheC,Shanghai,Sunday,17
R0220,casual,2025-04-14 13:10,2025-04-14 13:55,45,Zhan07,Zhan02,DianpingcheC,Shanghai,Monday,13
R0221,casual,2025-04-15 05:25,2025-04-15 06:00,35,Zhan04,Zhan16,DianpingcheA,Shanghai,Tuesday,5
R0222,casual,2025-04-19 17:06,2025-04-19 17:34,28,Zhan13,Zhan05,DianpingcheC,Shanghai,Saturday,17
R0223,casual,2025-04-17 09:43,2025-04-17 09:50,7,Zhan14,Zhan25,DianpingcheA,Shanghai,Thursday,9
R0224,subscriber,2025-04-15 17:02,2025-04-15 17:27,25,Zhan17,Zhan14,DianpingcheC,Shanghai,Tuesday,17
R0225,casual,2025-04-19 19:30,2025-04-19 19:52,22,Zhan17,Zhan18,DianpingcheA,Shanghai,Saturday,19
R0226,subscriber,2025-04-14 11:50,2025-04-14 12:05,15,Zhan08,Zhan05,DianpingcheB,Shanghai,Monday,11
R0227,subscriber,2025-04-16 16:47,2025-04-16 17:21,34,Zhan25,Zhan03,DianpingcheA,Shanghai,Wednesday,16
R0228,casual,2025-04-18 10:14,2025-04-18 10:41,27,Zhan01,Zhan06,DianpingcheB,Shanghai,Friday,10
R0229,subscriber,2025-04-18 03:07,2025-04-18 03:33,26,Zhan16,Zhan25,DianpingcheB,Shanghai,Friday,3
R0230,casual,2025-04-17 15:44,2025-04-17 16:26,42,Zhan16,Zhan05,DianpingcheA,Shanghai,Thursday,15
R0231,subscriber,2025-04-15 08:17,2025-04-15 08:37,20,Zhan11,Zhan09,DianpingcheC,Shanghai,Tuesday,8
R0232,casual,2025-04-14 19:19,2025-04-14 20:02,43,Zhan23,Zhan12,DianpingcheA,Shanghai,Monday,19
R0233,subscriber,2025-04-20 17:44,2025-04-20 18:10,26,Zhan01,Zhan06,DianpingcheC,Shanghai,Sunday,17
R0234,subscriber,2025-04-19 17:14,2025-04-19 17:54,40,Zhan16,Zhan15,DianpingcheA,Shanghai,Saturday,17
R0235,casual,2025-04-18 00:21,2025-04-18 01:02,41,Zhan25,Zhan08,DianpingcheA,Shanghai,Friday,0
R0236,casual,2025-04-14 05:41,2025-04-14 05:50,9,Zhan12,Zhan04,DianpingcheB,Shanghai,Monday,5
R0237,casual,2025-04-14 10:58,2025-04-14 11:37,39,Zhan10,Zhan09,DianpingcheC,Shanghai,Monday,10
R0238,subscriber,2025-04-17 19:14,2025-04-17 19:44,30,Zhan12,Zhan20,DianpingcheC,Shanghai,Thursday,19
R0239,subscriber,2025-04-20 06:06,2025-04-20 06:36,30,Zhan01,Zhan23,DianpingcheA,Shanghai,Sunday,6
R0240,subscriber,2025-04-19 19:08,2025-04-19 19:32,24,Zhan18,Zhan08,DianpingcheC,Shanghai,Saturday,19
R0241,subscriber,2025-04-15 20:03,2025-04-15 20:34,31,Zhan12,Zhan17,DianpingcheC,Shanghai,Tuesday,20
R0242,casual,2025-04-20 17:36,2025-04-20 17:58,22,Zhan18,Zhan23,DianpingcheC,Shanghai,Sunday,17
R0243,casual,2025-04-15 21:03,2025-04-15 21:12,9,Zhan14,Zhan11,DianpingcheB,Shanghai,Tuesday,21
R0244,casual,2025-04-14 15:06,2025-04-14 15:44,38,Zhan12,Zhan02,DianpingcheA,Shanghai,Monday,15
R0245,subscriber,2025-04-17 09:59,2025-04-17 10:29,30,Zhan07,Zhan09,DianpingcheA,Shanghai,Thursday,9
R0246,casual,2025-04-17 14:01,2025-04-17 14:32,31,Zhan13,Zhan05,DianpingcheA,Shanghai,Thursday,14
R0247,subscriber,2025-04-16 17:13,2025-04-16 17:32,19,Zhan14,Zhan02,DianpingcheC,Shanghai,Wednesday,17
R0248,subscriber,2025-04-14 09:37,2025-04-14 09:58,21,Zhan05,Zhan03,DianpingcheC,Shanghai,Monday,9
R0249,casual,2025-04-18 08:36,2025-04-18 09:19,43,Zhan07,Zhan13,DianpingcheC,Shanghai,Friday,8
R0250,subscriber,2025-04-19 17:27,2025-04-19 17:57,30,Zhan03,Zhan14,DianpingcheC,Shanghai,Saturday,17
R0251,casual,2025-04-18 05:40,2025-04-18 05:47,7,Zhan20,Zhan05,DianpingcheA,Shanghai,Friday,5
R0252,subscriber,2025-04-18 19:19,2025-04-18 19:47,28,Zhan25,Zhan23,DianpingcheC,Shanghai,Friday,19
R0253,subscriber,2025-04-20 18:09,2025-04-20 18:36,27,Zhan23,Zhan06,DianpingcheA,Shanghai,Sunday,18
R0254,subscriber,2025-04-19 21:57,2025-04-19 22:26,29,Zhan17,Zhan19,DianpingcheB,Shanghai,Saturday,21
R0255,subscriber,2025-04-17 19:02,2025-04-17 19:18,16,Zhan11,Zhan17,DianpingcheA,Shanghai,Thursday,19
R0256,subscriber,2025-04-20 19:10,2025-04-20 19:32,22,Zhan10,Zhan03,DianpingcheB,Shanghai,Sunday,19
R0257,subscriber,2025-04-16 07:09,2025-04-16 07:31,22,Zhan08,Zhan03,DianpingcheA,Shanghai,Wednesday,7
R0258,subscriber,2025-04-20 17:34,2025-04-20 18:04,30,Zhan09,Zhan20,DianpingcheB,Shanghai,Sunday,17
R0259,subscriber,2025-04-14 05:52,2025-04-14 06:10,18,Zhan04,Zhan13,DianpingcheA,Shanghai,Monday,5
R0260,casual,2025-04-14 17:36,2025-04-14 17:56,20,Zhan20,Zhan25,DianpingcheC,Shanghai,Monday,17
R0261,subscriber,2025-04-18 18:45,2025-04-18 18:51,6,Zhan13,Zhan21,DianpingcheA,Shanghai,Friday,18
R0262,casual,2025-04-16 12:03,2025-04-16 12:18,15,Zhan14,Zhan08,DianpingcheC,Shanghai,Wednesday,12
R0263,subscriber,2025-04-16 23:56,2025-04-17 00:13,17,Zhan08,Zhan02,DianpingcheA,Shanghai,Wednesday,23
R0264,subscriber,2025-04-18 17:08,2025-04-18 17:16,8,Zhan22,Zhan25,DianpingcheC,Shanghai,Friday,17
R0265,casual,2025-04-19 17:40,2025-04-19 18:08,28,Zhan02,Zhan05,DianpingcheB,Shanghai,Saturday,17
R0266,casual,2025-04-16 11:46,2025-04-16 12:21,35,Zhan07,Zhan03,DianpingcheB,Shanghai,Wednesday,11
R0267,casual,2025-04-15 05:36,2025-04-15 06:13,37,Zhan24,Zhan21,DianpingcheA,Shanghai,Tuesday,5
R0268,casual,2025-04-20 07:25,2025-04-20 07:35,10,Zhan17,Zhan16,DianpingcheA,Shanghai,Sunday,7
R0269,subscriber,2025-04-18 10:53,2025-04-18 11:38,45,Zhan10,Zhan12,DianpingcheB,Shanghai,Friday,10
R0270,subscriber,2025-04-16 09:15,2025-04-16 09:42,27,Zhan13,Zhan03,DianpingcheA,Shanghai,Wednesday,9
R0271,casual,2025-04-14 19:10,2025-04-14 19:32,22,Zhan01,Zhan12,DianpingcheB,Shanghai,Monday,19
R0272,casual,2025-04-20 01:55,2025-04-20 02:30,35,Zhan09,Zhan16,DianpingcheC,Shanghai,Sunday,1
R0273,casual,2025-04-15 23:37,2025-04-16 00:13,36,Zhan02,Zhan03,DianpingcheC,Shanghai,Tuesday,23
R0274,subscriber,2025-04-19 00:42,2025-04-19 01:08,26,Zhan04,Zhan18,DianpingcheA,Shanghai,Saturday,0
R0275,casual,2025-04-16 09:49,2025-04-16 10:12,23,Zhan16,Zhan05,DianpingcheB,Shanghai,Wednesday,9
R0276,subscriber,2025-04-18 08:18,2025-04-18 09:02,44,Zhan10,Zhan17,DianpingcheB,Shanghai,Friday,8
R0277,subscriber,2025-04-19 19:04,2025-04-19 19:36,32,Zhan04,Zhan23,DianpingcheA,Shanghai,Saturday,19
R0278,subscriber,2025-04-19 18:19,2025-04-19 18:48,29,Zhan07,Zhan08,DianpingcheC,Shanghai,Saturday,18
R0279,subscriber,2025-04-18 08:35,2025-04-18 08:59,24,Zhan19,Zhan09,DianpingcheB,Shanghai,Friday,8
R0280,casual,2025-04-19 02:18,2025-04-19 02:35,17,Zhan10,Zhan16,DianpingcheA,Shanghai,Saturday,2
R0281,subscriber,2025-04-20 15:17,2025-04-20 16:00,43,Zhan04,Zhan20,DianpingcheB,Shanghai,Sunday,15
R0282,casual,2025-04-17 08:20,2025-04-17 09:02,42,Zhan01,Zhan08,DianpingcheA,Shanghai,Thursday,8
R0283,casual,2025-04-19 17:31,2025-04-19 17:40,9,Zhan20,Zhan15,DianpingcheC,Shanghai,Saturday,17
R0284,casual,2025-04-16 10:03,2025-04-16 10:20,17,Zhan08,Zhan20,DianpingcheA,Shanghai,Wednesday,10
R0285,casual,2025-04-17 08:44,2025-04-17 08:54,10,Zhan25,Zhan07,DianpingcheA,Shanghai,Thursday,8
R0286,subscriber,2025-04-20 08:51,2025-04-20 09:15,24,Zhan19,Zhan18,DianpingcheA,Shanghai,Sunday,8
R0287,subscriber,2025-04-19 23:38,2025-04-20 00:23,45,Zhan06,Zhan17,DianpingcheA,Shanghai,Saturday,23
R0288,casual,2025-04-15 19:36,2025-04-15 20:14,38,Zhan01,Zhan17,DianpingcheB,Shanghai,Tuesday,19
R0289,subscriber,2025-04-14 19:44,2025-04-14 19:49,5,Zhan18,Zhan06,DianpingcheC,Shanghai,Monday,19
R0290,subscriber,2025-04-18 18:42,2025-04-18 18:59,17,Zhan09,Zhan18,DianpingcheA,Shanghai,Friday,18
R0291,subscriber,2025-04-16 17:48,2025-04-16 18:02,14,Zhan02,Zhan04,DianpingcheA,Shanghai,Wednesday,17
R0292,casual,2025-04-18 18:12,2025-04-18 18:29,17,Zhan18,Zhan12,DianpingcheC,Shanghai,Friday,18
R0293,subscriber,2025-04-14 09:50,2025-04-14 10:26,36,Zhan01,Zhan04,DianpingcheB,Shanghai,Monday,9
R0294,subscriber,2025-04-17 21:11,2025-04-17 21:28,17,Zhan25,Zhan14,DianpingcheB,Shanghai,Thursday,21
R0295,subscriber,2025-04-19 17:56,2025-04-19 18:31,35,Zhan10,Zhan16,DianpingcheA,Shanghai,Saturday,17
R0296,subscriber,2025-04-14 12:21,2025-04-14 12:33,12,Zhan17,Zhan21,DianpingcheC,Shanghai,Monday,12
R0297,subscriber,2025-04-18 03:36,2025-04-18 03:54,18,Zhan05,Zhan09,DianpingcheC,Shanghai,Friday,3
R0298,casual,2025-04-19 02:51,2025-04-19 03:19,28,Zhan12,Zhan10,DianpingcheC,Shanghai,Saturday,2
R0299,subscriber,2025-04-20 04:49,2025-04-20 05:03,14,Zhan23,Zhan16,DianpingcheC,Shanghai,Sunday,4
R0300,casual,2025-04-14 18:06,2025-04-14 18:41,35,Zhan02,Zhan07,DianpingcheA,Shanghai,Monday,18
R0301,subscriber,2025-04-18 18:13,2025-04-18 18:49,36,Zhan23,Zhan25,DianpingcheB,Shanghai,Friday,18
R0302,subscriber,2025-04-16 09:20,2025-04-16 09:29,9,Zhan16,Zhan13,DianpingcheC,Shanghai,Wednesday,9
R0303,casual,2025-04-17 08:28,2025-04-17 08:44,16,Zhan22,Zhan16,DianpingcheA,Shanghai,Thursday,8
R0304,casual,2025-04-16 08:41,2025-04-16 09:14,33,Zhan10,Zhan01,DianpingcheB,Shanghai,Wednesday,8
R0305,casual,2025-04-14 15:20,2025-04-14 15:35,15,Zhan21,Zhan09,DianpingcheB,Shanghai,Monday,15
R0306,casual,2025-04-18 00:11,2025-04-18 00:43,32,Zhan03,Zhan04,DianpingcheA,Shanghai,Friday,0
R0307,casual,2025-04-16 19:47,2025-04-16 19:54,7,Zhan12,Zhan14,DianpingcheB,Shanghai,Wednesday,19
R0308,casual,2025-04-19 16:55,2025-04-19 17:31,36,Zhan20,Zhan23,DianpingcheA,Shanghai,Saturday,16
R0309,subscriber,2025-04-14 09:01,2025-04-14 09:35,34,Zhan14,Zhan19,DianpingcheC,Shanghai,Monday,9
R0310,casual,2025-04-20 19:35,2025-04-20 19:58,23,Zhan06,Zhan05,DianpingcheC,Shanghai,Sunday,19
R0311,casual,2025-04-14 08:58,2025-04-14 09:41,43,Zhan09,Zhan15,DianpingcheB,Shanghai,Monday,8
R0312,casual,2025-04-14 00:26,2025-04-14 00:31,5,Zhan10,Zhan05,DianpingcheA,Shanghai,Monday,0
R0313,casual,2025-04-20 18:46,2025-04-20 19:07,21,Zhan25,Zhan03,DianpingcheC,Shanghai,Sunday,18
R0314,subscriber,2025-04-20 19:14,2025-04-20 19:51,37,Zhan08,Zhan17,DianpingcheA,Shanghai,Sunday,19
R0315,casual,2025-04-19 11:46,2025-04-19 12:17,31,Zhan06,Zhan10,DianpingcheB,Shanghai,Saturday,11
R0316,casual,2025-04-16 10:19,2025-04-16 10:52,33,Zhan14,Zhan17,DianpingcheB,Shanghai,Wednesday,10
R0317,subscriber,2025-04-19 18:37,2025-04-19 19:20,43,Zhan23,Zhan18,DianpingcheA,Shanghai,Saturday,18
R0318,casual,2025-04-18 17:23,2025-04-18 17:38,15,Zhan24,Zhan15,DianpingcheB,Shanghai,Friday,17
R0319,casual,2025-04-16 08:22,2025-04-16 08:34,12,Zhan12,Zhan18,DianpingcheC,Shanghai,Wednesday,8
R0320,casual,2025-04-15 07:49,2025-04-15 08:31,42,Zhan11,Zhan02,DianpingcheC,Shanghai,Tuesday,7
R0321,casual,2025-04-16 23:31,2025-04-17 00:05,34,Zhan01,Zhan18,DianpingcheC,Shanghai,Wednesday,23
R0322,casual,2025-04-16 08:02,2025-04-16 08:39,37,Zhan12,Zhan07,DianpingcheC,Shanghai,Wednesday,8
R0323,subscriber,2025-04-18 15:04,2025-04-18 15:49,45,Zhan02,Zhan22,DianpingcheB,Shanghai,Friday,15
R0324,casual,2025-04-15 18:02,2025-04-15 18:46,44,Zhan24,Zhan20,DianpingcheB,Shanghai,Tuesday,18
R0325,subscriber,2025-04-18 17:05,2025-04-18 17:38,33,Zhan07,Zhan22,DianpingcheC,Shanghai,Friday,17
R0326,subscriber,2025-04-16 16:06,2025-04-16 16:26,20,Zhan21,Zhan24,DianpingcheA,Shanghai,Wednesday,16
R0327,casual,2025-04-20 17:17,2025-04-20 17:37,20,Zhan19,Zhan15,DianpingcheC,Shanghai,Sunday,17
R0328,subscriber,2025-04-18 13:42,2025-04-18 14:10,28,Zhan08,Zhan01,DianpingcheC,Shanghai,Friday,13
R0329,casual,2025-04-17 10:48,2025-04-17 11:19,31,Zhan08,Zhan06,DianpingcheB,Shanghai,Thursday,10
R0330,subscriber,2025-04-15 09:16,2025-04-15 09:53,37,Zhan18,Zhan19,DianpingcheA,Shanghai,Tuesday,9
R0331,subscriber,2025-04-16 01:15,2025-04-16 01:36,21,Zhan24,Zhan14,DianpingcheA,Shanghai,Wednesday,1
R0332,subscriber,2025-04-19 19:47,2025-04-19 20:01,14,Zhan18,Zhan21,DianpingcheA,Shanghai,Saturday,19
R0333,casual,2025-04-18 13:06,2025-04-18 13:34,28,Zhan17,Zhan23,DianpingcheB,Shanghai,Friday,13
R0334,subscriber,2025-04-18 12:34,2025-04-18 12:44,10,Zhan20,Zhan06,DianpingcheA,Shanghai,Friday,12
R0335,casual,2025-04-14 08:53,2025-04-14 09:18,25,Zhan04,Zhan17,DianpingcheA,Shanghai,Monday,8
R0336,subscriber,2025-04-14 18:20,2025-04-14 18:40,20,Zhan21,Zhan23,DianpingcheA,Shanghai,Monday,18
R0337,casual,2025-04-15 19:39,2025-04-15 20:14,35,Zhan14,Zhan11,DianpingcheC,Shanghai,Tuesday,19
R0338,subscriber,2025-04-15 08:48,2025-04-15 09:17,29,Zhan01,Zhan16,DianpingcheC,Shanghai,Tuesday,8
R0339,casual,2025-04-17 17:51,2025-04-17 17:57,6,Zhan17,Zhan08,DianpingcheB,Shanghai,Thursday,17
R0340,casual,2025-04-16 17:55,2025-04-16 18:25,30,Zhan10,Zhan22,DianpingcheB,Shanghai,Wednesday,17
R0341,subscriber,2025-04-14 17:32,2025-04-14 18:06,34,Zhan24,Zhan15,DianpingcheA,Shanghai,Monday,17
R0342,subscriber,2025-04-16 03:05,2025-04-16 03:37,32,Zhan01,Zhan16,DianpingcheC,Shanghai,Wednesday,3
R0343,subscriber,2025-04-19 21:54,2025-04-19 22:07,13,Zhan10,Zhan20,DianpingcheC,Shanghai,Saturday,21
R0344,casual,2025-04-15 08:02,2025-04-15 08:42,40,Zhan12,Zhan15,DianpingcheA,Shanghai,Tuesday,8
R0345,casual,2025-04-15 20:57,2025-04-15 21:12,15,Zhan03,Zhan14,DianpingcheB,Shanghai,Tuesday,20
R0346,casual,2025-04-20 01:54,2025-04-20 02:14,20,Zhan05,Zhan08,DianpingcheB,Shanghai,Sunday,1
R0347,casual,2025-04-17 14:04,2025-04-17 14:31,27,Zhan25,Zhan05,DianpingcheA,Shanghai,Thursday,14
R0348,subscriber,2025-04-14 09:49,2025-04-14 10:14,25,Zhan15,Zhan12,DianpingcheC,Shanghai,Monday,9
R0349,casual,2025-04-15 05:04,2025-04-15 05:30,26,Zhan01,Zhan12,DianpingcheB,Shanghai,Tuesday,5
R0350,subscriber,2025-04-20 08:53,2025-04-20 09:13,20,Zhan09,Zhan14,DianpingcheC,Shanghai,Sunday,8
